comments	contain_gender_bias	bias	hate	comments_clean
저 진짜 기다렸어요 ㅠㅠㅠ 눈물 나오네 ㅠㅠㅠㅠ 사랑해요!!!	False	none	none	진짜 기다리 눈물 나오 사랑
저 집 막내딸이 되고싶다	False	none	none	집 막내딸 되
저 짱개는 왜 갑자기 한국활동하냐	False	others	hate	짱 개 왜 갑자기 한국 활동
저 초딩주작게임은 아직도 하네	False	others	offensive	초딩 주작 게임 아직 하
저 친일파 무개념은 왜 계속 나오는거냐? 제작진들이 개념이 없네	False	others	hate	친일파 개념 왜 계속 나오 제작진 개념 없
저 프로듀서 유투브 컨텐츠 빨아먹는거 짜증나더라 불법은 아니다 그런데 빨아먹을라고 밑밥깔고 자기것만 홍보하고 정작 진행자 페이지는 홍보안하고..ㅉㅉ	False	none	none	프로듀서 유투브 컨텐츠 빨 먹 짜증 나 불법 빨 먹 밑 밥 깔 홍보 정작 진행자 페이지 홍보 안 하
저 할매 진짜 주접킹이시네. 며느리 삼고 싶다고 하면 박은혜가 아이고 감사합니다 이래야 합니까? 토니안보다 박은혜가 훨씬 아까워요.	True	gender	hate	할매 진짜 주접 킹 며느리 삼 하 박은혜 감사 토니 안 박은혜 훨씬
저 할아버지 누구지...	False	none	offensive	할아버지
저거 가정폭력아닌가요? 바람난게 아니라면 뭐가 문제에요? 그냥 이성이랑 대화만해도 막 의심했나 보네;;	True	gender	offensive	가정 폭력 바람 나 문제 그냥 이성 대화 하 막 의심
저거 나올 때마다 시청률 별로지않나	False	none	offensive	나오 때 시청 별로
저거 노인들이 들으면 기분 더러울듯ㄷㄷㄷ	False	none	none	노인 기분
저거 웃기는 녀ㄴ이네 이제와서 언플하냐 아님 머하자는 수작인지	True	gender	offensive	웃기 녀 이제 오 언플 하 수작
저거 조사한번 들어가봐라 ㆍ도대체 어케하면 45억이 금방 갚는거냐?? 책이라도 출판해라 베스트셀러감이다	False	others	offensive	조사 들어가 도대체 하 금방 갚 책 출판 베스트 셀러 감
저거들 고향 젓라도 아닌가요?	False	others	hate	고향
저거입고 나다니는애들 싹 힙찔이 카테고리?	False	others	hate	나다니 애 싹 힙찔 카테고리
저걸 새벽부터 찾아가서 먹는것들은 제정신인가?ㅋㅋㅋㅋ	False	none	offensive	새벽 찾아가 먹 제정신
저걸 자랑이라고	False	none	none	자랑
저것도 얼굴이냐?ㅋㅋㅋㅋㅋㅋㅋ 저런얼굴은 그냥 단역이나 엑스트라가 맞다.	False	others	hate	얼굴 얼굴 그냥 단역 엑스트라 맞
저게 뭔 잘못이라고 사과문 까지 올려 ㅋㅋㅋ남자라면 아무 화재도 안되고 그냥 묻혔을일이 여자는 숨만 쉬어도 까이네 이러고도 여혐이 아님? ^^	True	gender	hate	잘못 사과문 올리 남자 화재 안 되 그냥 묻히 일 여자 숨 쉬 까 이 이러 여혐
저게 어딜봐서 노무현대통령 실루엣이지제정신이면 저게 그렇게 보일 수가 없는데?....	False	none	hate	보 노무현 대통령 실루엣 제정신 보이 없
저게 어딜봐서 비키니.. 수영복이구만ㅋㅋ 김준현 유민상 문세윤이 남성용 팬티 수영복 입었음 이런 기사 1도 안떴겠지?ㅎㅎㅎㅎ 뚱뚱한 남자도 결혼식 잘만 하는데 여자만 살빼야되는 후진국ㅉㅉ	True	gender	hate	보 비키니 수영복 김준현 유민상 문세윤 남성 팬티 수영복 기사 안 뜨 뚱뚱 남자 결혼식 잘 하 여자 살 빼 되 후진국
저게...?합의된 연기가아니였다구?신고?저여성분도참별난듯저정도로ᆢ연기하다가 진짜싫음ㅋㅋㅋㅋ	True	gender	offensive	합의 연기 신고 여성분 참 별나 정도 연기 진짜 싫
저궁굼해서그러는데.이사건에대해서잘모르는데 승리가 왜 잘못이 있는거죠 직접 마약 성관계 폭행 성푸행 자기는 하진않았잖아요???거기햇던사람들이잘못인데 ...	False	none	none	저궁 하 그러 사건 대하 잘 모르 승리 왜 잘못 있 직접 마약 성관계 폭행 성푸행 하 하 사람 잘못
저기 아가씨 아직 거기 앉을급은 안되잖아요 겸손이없네	False	others	offensive	아가씨 아직 앉 급 안 되 겸손 없
저기 태국 유료 낚시터는 가면 그냥 저정도는 다 잡혀요... 예전에 갔을 때 잡다잡다 지쳐서 그만둠요. 올해 2월 치앙마이서...	False	none	none	태국 유료 낚시터 가 그냥 정도 다 잡히 예전 가 때 잡 지치 그만두 요 올해 치앙마이
저기요 유병재는 머하는사람임? 억지웃음에다 재미도 하나 없건만 저프로에는 누가 꽂은거임?보다가 보다가 흥미 없어 체널돌린다,쟈만 안나옴 보고싶은디,하나 재미없는 저사람 일상을 왜 돈내고 봐야하는지,제발좀 하차시켜라	False	none	offensive	유병재 하 사람 억지 웃음 재미 없 프로 꽂 보 보 흥미 없 체널 돌리 안 나오 보 재미없 사람 일상 왜 돈 내 보 제발 좀 하차
저남자 개무시하는 편협한 인간들 개많네 좀 한국연예계만 관심 갖지말고 다른 문화권 방송좀 보고 살아라	False	none	offensive	남자 개 무시 편협 인간 개 많 좀 한국 연예 관심 갖 문화 방송 좀 보 살
저남자애는 어디 아픈건아닌가? 건강이 안좋아보이는데	False	none	none	남자애 아프 건강 안 좋 보이
저년'...평소도보면 교만하기짝이없었다.다신티비나 무대같은데서 않보게되길소망한다.교만햇던 당신의벌일것이다.	False	none	hate	평소 보 교만 짝 없 다시 티비 무대 같 보 되 소망 교만 벌이
저년이 누군데? 야동배우냐	True	gender	hate	야동 배우
저놈도 결혼 하는데 요기서 악플다는 니네는 뭐다?	False	others	offensive	결혼 악플 다
저는 애초에 믿지도 않았어요~ 걱정마시고 힘내세요! 응원합니다~ 나영석PD님~정유미님~^^	False	none	none	애초 걱정 힘내 응원 나영석 PD 정유미
저는 오늘 방송분이 제일 재밌었어요.	False	none	none	오늘 방송 제일 재밌
저는 원테이블 응원합니다.욕먹고 힘들어도 조언을 잘 받아들이고해내려는 모습이 아름다워요잘될겁니다. 화이팅!!	False	none	none	원 테이블 응원 욕먹 힘들 조언 잘 받아들이 해내 모습 잘 되
저도 36살 여친 26살 10살차이인데 여친어머니가 반대하십니다 ㅠ 응원 부탁드려요	False	none	none	여친 차이 여친 어머니 반대 응원 부탁드리
저도 순수한 프로틴 덩어리인 정액비누 만들어 드릴게요	True	gender	hate	순수 프로 틴 덩어리 정액 비누 만들
저도 신동미씨 넘 좋아하는데~남친도 신동미씨 넘 좋아해요~항상 해맑은 느낌 그대로~화이팅이요~건강하세요~	False	none	none	신동미 넘 좋아하 남친 신동미 넘 좋아하 항상 해맑 느낌 그대로 화이팅 건강
저도 유리씨 주현씨 매력에 퐁당..ㅎㅎ	False	none	none	유리 주현 매력 퐁 당
저도 중국남자와 결혼해서 타국에 살고있지만,, 중국여자에 비하면 추자현은 남편잡는 축에도 못껴요~~ 그냥 애교에요 애교~~	False	others	none	중국 남자 결혼 타국 살 중국 여자 비하 추 자 현 남편 못 끼 그냥 애교 애교
저도 피부과휴터치료 받고있는데 수면치료받고해요 처음에 마취크림바르고 시도하고 통증이 너무심해서 수면치료로 했어요 흉터가깊으면 치료과정통증도 더 심해서 마취크림으론 왠만해서 못참아요ㅠㅠ	False	none	none	피부과휴터 치료 수면 치료 하 처음 마취 크림 바르 시도 통증 너무 심하 수면 치료 하 흉터 깊 치료 과정 통증 더 심하 마취 크림 못 참
저둘이 사귄다구요? 미쳤네요 너무 나이차이가...	False	others	offensive	사귀 미치 너무 나이 차이
저래 다 뜯어 고친 애랑 살면 좋을까.. 사람 보는 눈이 저래 없을 수가..	False	others	offensive	다 고치 애 살 좋 사람 보 눈 없
저러고 대체 찍는 이유가 뭐야? 새로운 관종 등장~ 기사때문에 알아간다	False	none	offensive	저러 대체 찍 이유 관 종 등장 기사 알
저러다정들고 정들다사귀는거아녀?ㅎㅎㅎ	False	none	none	저러 정들 정 다 사귀
저런 개인적인 걸 왜 공개된 곳에 올리는지 이해가 안간다.서로 해결해야지 결국 한명한테.이지매 해달라고 부탁하는건가?	False	none	none	개인 왜 공개 곳 올리 이해 안 가 서로 해결 결국 이지매 부탁
저런 대가리빈년 데리고 살면 순간은 예쁘니까 좋겠지 그치만 그게 끝이다	True	gender	hate	대가리 비 데리 살 순간 예쁘 좋 끝
저런 애들은 자살을 안하지. 역시 멘탈갑이야. 그러니 그런 짓을 하고도 죄의식없이 불복하겠지? 저 인간들의 부모부터 자식까지 3대가 드러나야돼.	False	others	hate	애 자살 안 하 역시 멘탈 갑 그러 짓 하 죄의식 없이 불복 인간 부모 자식 드러나 되
저런 여자는 내 자식을 잔득 넣어줘야 정신을 차리지	True	gender	hate	여자 자식 자 득 넣 정신 차리
저런거 조롱하는 놈들 대깨문이던데 좌좀 빨겡이들 ㅋ	False	others	hate	조롱 대깨문 좌좀 빨겡이
저런곳에 일하는여자가 저런거 당했다고 하루하루 괴롭게 지낸다고?개가 웃겠다ㅋㅋ돈만주면 2차 나가는거 졸 좋아하는 애들 아니냐? 그리고 성매매 업소도 아니라고? 성매매 업소도 성매매 업소라고 안하고 성매매하거든?어이없네	True	gender	hate	곳 일 여자 당하 하루하루 지내 개 돈 주 나가 졸 좋아하 애 성매매 업소 성매매 업소 성매매 업소 안 하 성매매 하 어이없
저런관상이 노래잘하드라 잘컸넹	False	others	none	관상 노래 잘 잘 크
저런사진 안봐도 몸매좋은거 알아요 오히려 숨길때 더 매력있죠 티내니까 자랑하는거 같아 이미지 별로네 다른 연얜이랑 다르게 지적이고 통역사라 좋았는데 몸매자랑하는 이미지 깨네요	True	gender	offensive	사진 안 보 몸매 좋 알 오히려 숨기 때 더 매력 있 티 내 자랑 같 이미지 별로 연얜 다르 지 통역사 좋 몸매 자랑 이미지 깨
저런식으로 전국식당 주방 다 드나들면서 맛집 레시피 다 흡수 파악하면서 본인 메뉴개발하고..거의 독재나 다름없음..	False	none	offensive	전국 식당 주방 다 드나들 맛집 레시피 다 흡수 파악 본인 메뉴 개발 거의 독재 다름없
저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다	True	gender	none	눈 크 여자 눈 작 남자 좋아하 눈 작 남자 잘생기 보이
저렇게 눕혀서 먹이면 토하지않나요?그래서 안고 먹이는데	False	none	none	저렇게 눕히 먹이 토하 안 먹이
저렇게 좋은집에 살면뭐하냐? 혼자... 결혼해서 애기도 낳고 그랬음 좋겠네 사람이 너무 잘나도 힘들듯	False	others	offensive	좋 집 살 하 혼자 결혼 애기 낳 좋 사람 너무 잘나 힘들
저렇게 철벽치고 공개하고 그런건 3살연상 여자의 입김일 가능성이 크지...얼마나 들들 볶았으면... 유권한테만 뭐라고 할게 아님	True	gender	offensive	철벽 치 공개 연상 여자 입김 가능 크 얼마나 들들 볶 유권 하
저렇게 해도 이뿌노...ㅜ	False	none	none	하
저렇게해야 현명한해결이라는게 말이 되는일인가?연예인이 호구네	False	none	none	하 현명 해결 말 되 일 연예인 호구
저렇케이쁜데 엥 건모씨는엥 ㅎ 처녀잖아 아까비 젊고싱싱한넘하고먼저살아보고 ㅎ 그담에 해두 받아줄듯 인물 직업 돈도 뭐 쓸만큼벌겠구먼 ㅎ 엥	True	gender	hate	이쁘 모 처녀 아까 비 젊 싱싱 넘 먼저 살 그담 하 인물 직업 돈 쓰 벌
저렴의 대명사!! 싼마에ㅋㅋ	False	none	offensive	저렴 대명사 싼마에
저못생긴 적폐형제 안보게되소 좋다	False	others	hate	못생기 적폐 형제 안 보 되 좋
저밖에몰라..남은사람 어쩌라고. 참 이기적이네	False	none	none	모르 남 사람 어쩌 참 이기
저번에 기사 났었는데.... 뭘또 이래 계속	False	none	none	저번 기사 나 또 계속
저번주 면접 보는거 보니까 잘해서 너무 부럽더라 ㅠㅠ	False	none	none	저번 주 면접 보 보 잘 하 너무
저번주부터 안 본 보람이 있군 ㅋ 문식이 장면만 찾아보면 그걸로 만족. ㅋㅋ	False	none	none	저번 주 안 보 보람 있 문식이 장면 찾아보 걸 만족
저새끼 매장 시키자	False	none	hate	새끼 매장 시키
저얘기는 자꾸하냐.2년동안 방콕한얘기 예능서 떠드는것도 가벼워보임. 불청서도 얘기하드만.그냥 절친떠난거 조용허게 뮫으면 안되나.	False	none	none	얘기 자꾸 하 동안 방콕 얘기 예능 서 뜨 보이 불 청 서 얘기 하 그냥 절친 떠나 조용 뮫으 안 되
저와중에 lck에 갔으니...ㅉㅉ	False	none	offensive	와중 lck 가
저정도 먹으면 외식은 극자제 될텐데. 한창 먹을때는 집에서 해결하거나, 부페로 가기마련.	False	none	none	정도 먹 외식 극 자제 되 한창 먹 때 집 해결 부페 가
저정도는 당연히 문제제기할 수 있는 민원인데 저걸 가지고 특혜래... 댓글 성비봐라... 기레기와 그성별의 콜라보...	True	gender	hate	정도 당연히 문제 제기 있 민원 가지 특혜 하 댓글 성비 보 기레기 성별 콜라 보
저톡방 그냥 있는데 초대하면 들어가게 되는거잖아 니네 톡방 안해봤냐 자기의도와 다르게 초대가 되서 멤버가 된것 뿐일수도 있잖아	False	none	none	톡 방 그냥 있 초대 들어가 되 톡 방 안 하 의도 다르 초대 되 멤버 되 있
저표정 식상.. 입벌린..결혼 사진도 그렇고..	False	none	offensive	표정 식상 입 벌리 결혼 사진
저희엄마가 이 프로 보고 선예님 팬되었음^^	False	none	none	엄마 보 선예 팬
적당히 해라 운전하다보면 보복운전 하고싶은 경우가 얼마나 많은데 그냥 이해하고 나도 그런상황만들수 잇으니 넘어가는거지 여기 댓글쓰는사람들은 운전자 아닌듯하다	False	none	none	적당히 하 운전 보복 운전 하 경우 얼마나 많 그냥 이해 상황 만들 넘어가 댓글 쓰 사람 운전자
적당히들좀 해라 잘못은 했지만 이건 아니지안어	False	none	none	적당히 들 좀 하 잘못 하 안
적당히좀 해라.	False	none	offensive	적당히 좀 하
적어도 강다니엘, 박지훈, 옹성우보다는 잘생긴듯	False	none	none	적어도 강 다니엘 박지훈 옹성 우 잘생기
적잖은 나이일텐데 ᆢ결혼 해아지요 ~	False	others	none	적 나이 결혼 아
전 그냥 조보아 땜에 봐요...	False	none	none	그냥 조보아 보
전 백종원님 사이다 발언이랑 조보아님 때문에 봅니다 조보아님 보면 덩달아 웃음 짓게되고 좋네요	False	none	none	백종원 사이다 발언 조보아 보 조보아 보 덩달 웃음 되 좋
전 아직 안 놓을래요 부디 죗값치르고와서 다시 티비에 나와 좋은활동 부탁해요 기다리고 있을게요..	False	none	none	아직 안 놓 부디 죗값 치르 오 다시 티비 나오 좋 활동 부탁 기다리
전교8등이대단한거냐 1등부터7등은 머 세상다가진거냐 호들갑 졸떨어 그지딴따라들 돈맛 여자맛 남자맛만아는 족속들	False	others	hate	전교 대단 세상 다 가지 호들갑 졸 떨 그 딴따라 돈 맛 여자 맛 남자 맛 아 족속
전나게 이쁘긴하다진짜	False	none	none	나 이쁘 진짜
전두환 며느리 박상아라던데	False	none	none	전두환 며느리 박상아 하
전라남도 화순	False	none	none	전라남도 화순
전라도 ㅋㅋㅋㅋ	False	others	hate	전라도
전라도 사투리 듣기싫다	False	others	hate	전라도 사투리 싫
전라도 투어 하나보네	False	none	none	전라도 투어 하
전라도광주살지만 토착왜구아님)꺼져 원숭이섬으로	False	others	hate	전라도 광주 살 토착 왜구 꺼지 원숭이 섬
전라도랑은살기힘들지 차라리 강아지랑살지	False	others	hate	전라도 살 힘들 차라리 강아지 살
전라도애들이 원래 뒤가안좋다 앞에서는 샤바샤바는 참잘하지	False	others	offensive	전라도 애 원래 뒤 안 좋 앞 샤바샤바 참 잘
전라도의 딸 홍진영이여라 으매이징하덩깨	False	others	hate	전라도 딸 홍진영 으매이징하덩깨
전라디언을 조심하자	False	others	hate	전라 디 언 조심
전부터 느끼던건데 첫째 언니 말투 얄미운 투야ㅋ 정신과의사라더니, 말투가 개얄밉ㅋ	False	none	offensive	전 느끼 언니 말투 투야 정신과 의사 말투 개
전부터 매니저 티비나오는거 보니까 꼬름하게생긴게 좀 모자라 보이드라 운전도 못해보이고 졸음운전으로 본다	False	others	hate	전 매니저 티비 나오 보 꼬름 생기 좀 모자라 보이 운전 못 하 보이 졸음 운전 보
전생에 나라를... 부러우면 지는건데! 쳇~	False	none	none	전생 나라 지
전설은 아직 아닌거 같다. 전설까진 과함	False	none	none	전설 아직 같 전설 과하
전설의 백스텝ㅋ	False	none	none	전설 백 스텝
전설의 아이유도 유희열때 음이탈했다.	False	none	none	전설 아이유 유희열 때 이탈
전세계 남성 핸드폰 조사하면 95프로 잡힌다. 스님.목사님. 포함	True	gender	hate	세계 남성 핸드폰 조사 잡히 스님 목사 포함
전소민 존나 밀어주네 전소민 노잼이야	False	none	offensive	전소민 존나 밀 전소민 노 잼
전소민 진짜 귀엽고 김지석 설렌다 몸매어쩔껀가 ㅠㅠㅠㅠ	False	none	none	전소민 진짜 김지석 설레 몸매 어쩌
전소민얘는 남자하나 꼬실려고 연예인하는것같아 배운지 예능인인지 참	False	others	offensive	전소 민 남자 꼬시 연예 하 같 배우 예능인
전에 악플달아서 미안해요 그땐 김스카이팬이라서... 무튼 사실 남녀관계는 본인외엔 알수없죠 요즘 자꾸 악플유도 기사 올라오는거같은데 사실 님 이뻐요 힘내세요	False	none	none	전 악플 달 미안 그때 김 스카이 팬 무트 사실 남녀 관계 본인 알 없 요즘 자꾸 악플 유도 기사 올라오 같 사실 님 이쁘 힘내
전에도 빼서 다이어트약 홍보했던적 있었는데 일부러 찌우고 빼기 반복하는듯	False	none	none	전 빼 다이어트 약 홍보 있 일부러 찌우 빼 반복
전에도 인형이었는데 안검하수로 쌍수한게 맞을듯	False	others	offensive	전 인형 안검하수 쌍수 맞
전엔 이상한 옷입고 나오더니 이번엔 음식에 장난하고 자빠졌네 얘 왜이러냐	False	none	hate	전 이상 옷 나오 이번 음식 장난 자빠지 왜 이러
전원조작이라니 말도 안되죠그런개소리는 어디서 가져오시는거죠?아 기자님 상상력?	False	none	offensive	전원 조작 말 안 되 개 소리 가져오 기자 상상력
전쟁기념관 가는게 이제 추세여?	False	none	none	전쟁 기념관 가 이제 추세
전쟁나면 빠쑨이들이 저들 살려달라고 난리치겠네	True	gender	hate	전쟁 나 빠쑨이 살리 난리 치
전주 절라녀 악플로 엄마가 그렇게 되었으니 모든 절라인은 너의 원수다.옛고서 옛어른들이 멀리하라는것은 다 이유가 있다.	True	gender	hate	전주 절라녀 악플 엄마 되 절 라인 원수 고서 어른 멀리하 다 이유 있
전지현은 추후에 재단을 만들고 싶다고 했어요 훨씬 베푸는삶을 꿈꾸는 사람임 저정도 대스타를 이십년간 유지하는건 네티즌들의 말에 쥐똥도 신경안쓰는 건강한 삶의 방향성이 있어서임	False	none	none	전지현 추후 재단 만들 하 훨씬 베풀 삶 꿈꾸 사람 정도 스타 유지 네티즌 말 쥐 똥 신경 안 쓰 건강 삶 방향 있
전진 씨, 붐 씨에게 사과하세요. 댁이 붐 사칭하며 나이트클럽에서 놀고 싸인해주며 원나잇 즐긴 것을 붐 씨가 고스란히 다 피해를 봐서 공황장애까지 올 정도로 힘들어 했거든요. 사람이라면 붐 씨에게 무릎꿇고 머리 조아리며 사죄하세요.	False	none	offensive	전진 붐 사과 댁 붐 사칭 나이트클럽 놀 싸인 원 나 잇 즐기 붐 고스란히 다 피해 보 공황 장애 오 정도 힘들 사람 붐 무릎 꿇 머리 조아리 사죄
전참시도 하차하세요 악플이아니라 이영자씨한테 그게 좋을겁니다	False	none	offensive	참 시 하차 악플 이영자 좋
전처들이 많은가보네요...댓글들을 보니...가만생가해보세요..전처로서 전적으로 잘들 하셨는지...불륜이 불륜으로 끝나지 않고 이혼과 결혼으로 이어진 이유가 무엇인지..	True	gender	offensive	전처 많 댓글 보 가만 생가 전처 전적 잘 하 불륜 불륜 끝나 이혼 결혼 이어지 이유
전체적인 정황도 모르면서 cctv에 나온 하나의 단면만 가지고 비난하는 건 옳지 않다. 조사 결과 나온 다음에 비난해도 늦지 않는다!!! 기다려봐라!!	False	none	none	전체 정황 모르 cctv 나오 단면 가지 비난 옳 조사 결과 나오 다음 비난 늦 기다리
전혀 그립지 않습니다	False	none	none	전혀
전혀 틀리구만	False	none	none	전혀 틀리
전현무 KBS전 아나운서, 진짜 부럽다 92년생 나이차도 한창나는 여친이라니	True	gender	none	전현무 KBS 아나운서 진짜 나이 차 한창 나 여친
전현무 보기싫어 . 또 나혼자산다 나와서 뭐라할까?속으로는 엄청 좋음서 겸손한척하겠지	False	none	offensive	전현무 보 싫 또 혼자 살 나오 하 속 엄청 좋 서 겸손
전현무 부럽네; 3번은 연달아 할수도 있겠다	False	none	offensive	전현무 연달 하 있
전현무 승ㅡ 개부럽다ㅡ 열심히 살았어야 대는데	False	none	none	전현무 승 열심히 살
전현무 쌍코피 터지겟다....ㅋㅋㅋㅋ	False	none	none	전현무 쌍 코피 터지
전현무 없이 어찌 돌아갈까나..... 얼른 돌아오세요~~	False	none	none	전현무 없이 어찌 돌아가 얼른 돌아오
전현무..... 누가 먼저 헤어지자고 했을까? 진짜궁굼(진짜궁금해서. 진짜로 제생각인데 한혜진이 먼저 아닐까?) 멋있어염♡♡	False	none	none	전현무 먼저 헤어지 하 진짜 궁 구 진짜 궁금하 진짜로 생각 혜진 먼저 멋있
전현무?조세호? 고르라고??토 나온다	False	none	hate	전현무 조세호 고르 토 나오
전현무가 감당할수가 없지... 너무 성격이 세 감당못함	False	others	offensive	전현무 감당 없 너무 성격 세 감당 못 하
전현무가 승리자네 얼굴은 별로여도 몸매가 죽여주니까	False	others	offensive	전현무 승리자 얼굴 별로 이 몸매 죽이
전현무나 이혜성은 왜 이렇게 까이나요?? 뭐가 비호감인거이요?? 전 애인 배려 하지 않고 얘기 하는 거요?? 이혼도 아니고 별 문제 없어보이는데 다 추측으로 전현무 너무 쓰레기 취급 하는거 아닌지...	False	none	none	전현무 이혜성 왜 까 이 호감 애인 배려 얘기 하 이혼 문제 없 보이 다 추측 전현무 너무 쓰레기 취급 하
전현무는 인생선택을 한 것임. 신동엽과 헤어진 이소라 처럼, 전현무는 앞으로 전문직 여성 만나 잘 살거고, 한혜진은 이소라 꼴 낫거임. 나이든 상폐녀가 연하남 만난다는 자랑이나 하며, 추하게 늙어갈 운명.	True	gender	hate	전현무 인생 선택 하 신동엽 헤어지 소라 전현무 앞 전문직 여성 만나 잘 살 한혜진 이소라 꼴 낫 나이 들 상폐녀 연하 남 만나 자랑 하 추하 늙 운명
전현무랑 잘되길	False	none	none	전현무 잘 되
전현무랑 헤어진뒤 멘탈이 좀 불안한듯	False	none	offensive	전현무 헤어지 뒤 멘탈 좀 불안
전현무하는 꼬라지봐서 알겠지	False	none	offensive	전현무 하 꼬라지 보 알
전형적인 남자 몸 좋은 거 좋아할 면상(=성형monster)	True	gender	hate	전형 남자 몸 좋 좋 면 상 성형 monster
전형적인 한국남자	True	gender	hate	전형 한국 남자
전형적인 한국의 아줌마상이지...	True	gender	hate	전형 한국 아줌마 상
절대 아무것도 사주지 말자.	False	none	none	절대 아무것 사
젊어서 는 뭐하구	False	others	offensive	젊 하
젊어서 바람 필수도 있지~바람핀거 용서 못하면 이혼하면 되는것이고, 그래도 좋으면 그냥 참고 살아야지..지금와서 뭐 어쩌라고	False	others	offensive	젊 바람 피 있 바람 피 용서 못 하 이혼 되 좋 그냥 참 살 지금 오 어쩌
젊은넘 기 빨아 먹고 회춘ing	True	gender	hate	젊 넘 기 빨 먹 회춘 ing
젊은넘이 성욕이 없다는건 자랑이 아니다. 나 넬모래 50인데 여자 엉딩이만 봐도 그게...	True	gender	hate	젊 넘 성욕 없 자랑 모래 여자 딩 보
젊은청춘들~~제발 그럴힘으로 살아라~~나약하지말고 살다보면 더더한힘듦도 더많다주위 눈빛ㆍ악플쯤이야걍 무시하고 살자 나도.그대들도~~	False	others	offensive	젊 청춘 제발 힘 살 나약 살 더 더 힘들 더 많 주위 눈빛 악플 걍 무시 살
젊음을 위한 주사맞고 수십억을 쓰던그리고 감옥가있는 누군가와 오버랩	False	none	hate	젊음 위하 주사 맞 쓰 감옥 가 오버랩
점유이탈물 하나 추가됐군	False	none	hate	점유 이탈 물 추가
점있는 여자 점 꼴보기 싫다 요즘 세상에 점을 왜 달고 삼?	True	gender	hate	점 있 여자 점 꼴 보 싫 요즘 세상 점 왜 달 사
점점 이뻐지네ㄷㄷ와우	False	none	none	점점 이쁘
점점 재미가 없어져서 이젠 안볼라구	False	none	none	점점 재미 없 이제 안 보
점점 재밌어지는듯하네	False	none	none	점점 재밌
정가은 한재석... 어휴 얘도 좀 혼이 비정상 같다	False	none	offensive	정가은 한재석 좀 혼 정상 같
정경호도 같이 레깅스 입었다는쥴...	False	none	none	정경호 같이 레깅스
정권에붙어서 동료들 등쳐밀고 지혼자살겠다고 바둥거리다 정권바뀌고 정상으로돌아오니 불이익당했다며 자딸당에 들어가서 헛소리하는 누구보단 당연히 최고의 아나운서였다. 화이팅!	False	none	offensive	정권 붙 동료 등치 밀 혼자 살 바둥거리 정권 바뀌 정상 돌아오 이익 당하 딸 들어가 소리 하 당연히 최고 아나운서
정글가이드 병만이만 존나 애쓴다 고생이 많다 돈주고 관광 시켜주고 현지 식사제공까지	False	none	offensive	정글 가이드 병 존나 애쓰 다 고생 많 돈 주 관광 현지 식사 제공
정글법칙 연예인들 고생하며 극한상황에서 살아남는 방법등을 체험하는 재미있고도 신기한 프로그램인데 이렇게 하루아침에 무슨 대역죄인취급하다니 너무 억울할듯..태국의 선처를 바랍니다.	False	none	none	정글 법칙 연예인 고생 극한 상황 살아남 방법 체험 재미있 신기 프로그램 하루아침 대역 죄인 취급 너무 억울 태국 선처 바라
정다빈은? 걘 묘지에서 유골 꺼내야 되냐?	False	none	hate	정 다 빈 묘지 유골 꺼내 되
정두홍 인성 드럽기로 유명하지	False	none	none	정 두 홍 인성 유명
정리해준다사귐 워너원뜨니 차임 억울 소속사개입?육지담도 뭔가 억한 심정이 있는듯워너원 인성 뽀록남 이것도 알수없음	False	none	none	정리 사귀 워너원 뜨 차임 울 소속사 개입 육지담 심정 있 워너원 인 뽀 록 나 알 없
정말 궁금한게 이친구가 뭐라고 오늘 하루 종일 실검 1위에 올려 놓으신건가요?? 국회 유치원 보류때문인가요? 김태우 사건으로 청와대 오더인가요??	False	others	offensive	정말 궁금 친구 오늘 하루 종일 실 검 올리 국회 유치원 보류 김태우 사건 청와대 오더
정말 꼴 보기 싫다. 하는 말마다 밉상	False	none	hate	정말 꼴 보 싫 하 말 밉상
정말 많이 달라졌네 더 못생겨졌다	False	none	offensive	정말 많이 달라지 더 못생기
정말 멋진 배우 김명민. 실물이 훨씬 나으시던데..	False	none	none	정말 멋지 배우 김 명 민 실물 훨씬
정말 물신양면으로 발벗고 나서서 카메라없는 곳에서 진심을 다해 봉사활동 하시는 분인데 소속사 이미지 때문에 의심을 받으니 안타깝네요 ㅠ정말 좋으신 부부입니다	False	none	none	정말 물신 양면 발 나서 카메라 없 곳 진심 다 봉사 활동 하 소속사 이미지 의심 정말 좋 부부
정말 미안하다. ㅠㅠ 난 널 몰라. ㅠㅠ	False	none	offensive	정말 미안 모르
정말 별일도 아닌데 이렇게 큰일을 만드는 이유가 뭔지 모르겠네 주인공 서는 자리가 센터지 가운데가 꼭 센터인 이유가 뭐야?자리에 이름 박아놨어? 이제일어나려는 신인 깍아 내리고. 그만 쫌... 다들 유치하네	False	none	offensive	정말 별일 크 일 이유 모르 주인공 서 자리 센터 지 가운데 꼭 센터 이유 자리 이름 박 이제 일어나 신인 깍 내리 그만 쫌 다 유치
정말 보기가 힘들 정도로 짜증나는 프로. 재미를 위해 한국 이미지를 이렇게 망쳐야하나.	False	none	none	정말 보 힘들 정도 짜증 나 재미 위하 한국 이미지 망치
정말 성공한딸이 자랑스럽고 대견스러운건알겠지만... 사윗감이... 음...	True	gender	offensive	정말 성공 딸 자랑 대견 알 사윗감
